median_age,life_expectancy,total_cases_per_million,gdp_per_capita,hospital_beds_per_thousand,people_fully_vaccinated_per_hundred,stringency_index,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America
0.13050568418427938,0.48554535152666206,-0.8821836679700412,-0.5158549627400697,0.4610697725039391,0.28880263414983964,1.0636808790139987,True,False,False,False,False
-0.34727551439007787,-0.09424460034382194,-0.1964078340922886,-0.3376255308042186,-0.2048942240448687,0.19366865939210587,0.06358646525565192,False,False,False,True,False
0.5379702545963795,0.006784078426704368,0.22244203679502303,0.07298828170495769,0.40521468103954644,1.1963269668181455,-1.065335912504333,False,False,False,False,False
-1.4034666081314109,-1.419186959949201,-0.943809534629973,-0.8684419574613698,-0.38964549525154274,-1.0011847502188256,1.3827997498783688,False,False,False,False,False
-0.6581321782181048,0.12383832461114935,-1.0111755212082008,-0.7674121009792396,-0.8107065915118333,1.44923671145229,-3.957511642873243,False,False,True,False,False
-1.149316731219363,-0.7744883532706213,-0.9920960856250063,-0.856669041714455,-0.9567890241614536,-0.01704704008918075,1.1944467188539858,True,False,False,False,False
-0.39387821294456554,-0.8087339451598122,-0.6639021963848926,-0.5224780836060479,-0.41542477217501395,0.5142110225336408,1.4170864825535443,False,False,False,True,False
-0.28531039312808987,0.06142858832726335,-0.7393468485533333,-0.17362523009518274,-0.7935204410420317,0.2463802400504192,0.15400267456936542,False,False,True,False,False
0.9906971291240431,0.45188630999562546,0.6285700335568719,0.5812824596256354,1.1657026588285693,-0.30850357145676155,-0.47692007407188247,False,True,False,False,False
-0.7714429019486022,-0.31639446899272916,-1.0012030818994866,-0.39008886576263263,-0.7720377529547795,-0.8976447320227754,0.06358646525565192,False,False,False,False,False
0.7325264622034501,0.8598617520620004,1.0167394960176186,-0.3376255308042186,-0.2048942240448687,0.19366865939210587,0.06358646525565192,False,False,True,False,False
-1.0985899992466417,-0.7806466456710777,-0.941168306680264,-0.9231329964771793,-1.0642025670352515,0.022909545545346674,-0.8222226686228638,True,False,False,False,False
