country,code,continent,population,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,diabetes_prevalence
Ecuador,ECU,South America,17823900.0,1082192.0,60715.78,36064.0,2023.3507,86.09671,79.94636,59.217827,47.739260948905105,27.975000381469727,13935.5390625,1.3200000524520874,76.57669830322266,4.900000095367432
Egypt,EGY,Africa,112618252.0,516023.0,4582.0547,24830.0,220.47935,50.53117,37.59353,13.512332,43.27303832116788,23.8129997253418,16798.15234375,1.059999942779541,71.00969696044922,22.399999618530277
El Salvador,SLV,North America,6280316.0,202066.0,32174.496,4230.0,673.53296,74.19961,70.025406,36.49963,41.40949817518248,26.51000022888184,11669.08203125,1.2100000381469729,71.96949768066406,12.699999809265137
Equatorial Guinea,GNQ,Africa,1803549.0,17130.0,9497.939,183.0,101.466606,14.976527,11.867269,0.25488633,,21.016000747680664,15454.4287109375,,63.35449981689453,8.199999809265137
Eritrea,ERI,Africa,3409450.0,10189.0,2988.4585,103.0,30.210152,,,,61.98833029197081,18.405000686645508,,1.0199999809265137,67.78919982910156,4.400000095367432
Estonia,EST,Europe,1350093.0,617836.0,457624.78,3442.0,2549.454,64.45496,63.90219,48.838562,32.01828467153285,41.625,41189.66796875,4.130000114440918,78.16739654541016,6.900000095367432
Eswatini,SWZ,Africa,1218921.0,75356.0,61821.89,1427.0,1170.7075,43.15702,35.058464,14.722037,48.58365875912409,21.76799964904785,10380.396484375,2.0199999809265137,63.02830123901367,7.900000095367432
Ethiopia,ETH,Africa,125384285.0,501339.0,3998.4197,7574.0,60.406296,41.86291,34.815372,4.7677984,45.03737226277372,18.527999877929688,2892.22216796875,0.3300000131130218,66.89710235595703,4.400000095367432
Falkland Islands,FLK,South America,3515.0,1923.0,547083.94,0.0,0.0,74.87909,50.497868,,,40.935001373291016,,,79.0447998046875,
Faroe Islands,FRO,Europe,54039.0,34658.0,641351.6,28.0,518.1443,77.19425,75.67683,39.386368,27.565136861313867,37.53799819946289,72059.578125,,79.26370239257812,5.300000190734863
Fiji,FJI,Oceania,919428.0,69047.0,75097.78,885.0,962.555,77.44217,69.73836,18.712286,54.02374087591241,27.475000381469727,13592.4638671875,1.8899999856948853,67.14810180664062,16.600000381469727
Finland,FIN,Europe,5569300.0,1518514.0,272657.97,11466.0,2058.7866,81.236206,78.054924,80.00501,32.519306569343065,42.5260009765625,56123.1484375,2.609999895095825,81.24349975585938,6.900000095367432
France,FRA,Europe,66277412.0,39060446.0,607685.44,168207.0,2616.8914,82.49821,80.257324,71.978584,42.27250912408759,41.56700134277344,54799.34765625,5.650000095367432,82.47530364990234,6.5
French Guiana,GUF,South America,298319.0,98041.0,328644.84,413.0,1384.4241,,,,,25.23500061035156,,,76.79419708251953,
French Polynesia,PYF,Oceania,280388.0,79451.0,283360.9,650.0,2318.216,68.08708,66.62304,40.029175,,34.15999984741211,,,83.8593978881836,22.799999237060547
Gabon,GAB,Africa,2430750.0,49069.0,20186.773,307.0,126.29847,12.804443,10.592245,0.10663375,47.46268248175183,21.475000381469727,18923.662109375,1.950000047683716,67.71299743652344,8.5
Gambia,GMB,Africa,2636472.0,12627.0,4789.355,372.0,141.09766,25.576376,20.451042,2.038368,32.8836496350365,17.985000610351562,3057.68408203125,1.1100000143051147,64.85900115966797,5.5
Georgia,GEO,Asia,3794782.0,1864337.0,491289.62,17151.0,4519.6274,43.59945,33.62968,2.129714,43.51702554744526,36.63399887084961,24883.908203125,4.039999961853027,74.14089965820312,6.699999809265137
Germany,DEU,Europe,84086227.0,38437953.0,457125.44,174979.0,2080.9473,77.15449,75.596375,77.053566,44.04211678832117,45.02399826049805,62554.5546875,7.550000190734863,80.57959747314453,7.800000190734863
Ghana,GHA,Africa,33149152.0,172843.0,5214.1,1463.0,44.133858,41.82365,32.519695,14.498159,42.581414233576645,20.73600006103516,7055.625,0.6899999976158142,65.24600219726562,2.700000047683716
Gibraltar,GIB,Europe,37631.0,20550.0,546092.3,113.0,3002.8435,112.07515,110.18841,130.66354,,38.948001861572266,,,83.5167007446289,
Greece,GRC,Europe,10412481.0,5866360.0,563396.94,40253.0,3865.8413,76.23573,73.44144,71.66346,52.54457116788321,45.39099884033203,37474.28125,4.269999980926514,79.94409942626953,8.0
Greenland,GRL,North America,56014.0,11971.0,213714.42,21.0,374.90628,73.60124,68.75246,,30.740702554744523,33.92399978637695,71037.5390625,,70.0519027709961,4.300000190734863
Grenada,GRD,North America,116928.0,19693.0,168419.88,238.0,2035.4407,37.836105,33.38294,6.3380885,,32.88600158691406,17751.509765625,3.009999990463257,75.15080261230469,11.300000190734863
Guadeloupe,GLP,North America,384702.0,203235.0,528292.0,1021.0,2654.0022,,,,,45.86299896240234,,,80.90540313720703,
Guam,GUM,Oceania,165193.0,52287.0,316520.7,419.0,2536.427,,,,43.72554744525547,30.979999542236328,,,77.10150146484375,20.299999237060547
Guatemala,GTM,North America,17847877.0,1255469.0,70342.766,20205.0,1132.0674,50.078354,39.953743,24.104692,53.457545620437955,22.24399948120117,12640.8876953125,0.449999988079071,71.2063980102539,13.199999809265137
Guernsey,GGY,Europe,63750.0,35326.0,554133.3,67.0,1050.9803,85.05569,82.68235,108.76706,,43.880001068115234,,,83.10800170898438,
Guinea,GIN,Africa,14055136.0,38594.0,2745.9001,468.0,33.297436,62.010365,41.650185,3.026495,52.760620437956206,17.836000442504883,4016.341796875,0.3000000119209289,60.43159866333008,4.599999904632568
Guinea-Bissau,GNB,Africa,2105535.0,9614.0,4566.0605,177.0,84.06415,35.480625,26.0094,3.6265843,,18.732999801635746,2744.27978515625,,63.60449981689453,4.800000190734863
Guyana,GUY,South America,821638.0,75520.0,91913.96,1312.0,1596.8103,60.555866,46.797615,10.08522,52.199142335766425,25.304000854492188,70516.71875,3.240000009536743,69.88849639892578,16.399999618530273
Haiti,HTI,North America,11503603.0,34901.0,3033.919,860.0,74.759186,4.5324583,3.1845589,,44.14991788321168,23.25,2809.645263671875,4.900000095367432,63.94829940795898,8.5
Honduras,HND,North America,10463880.0,473042.0,45207.133,11114.0,1062.1299,63.037926,55.94186,46.562984,62.847700729927006,23.20599937438965,6585.85546875,0.5299999713897705,72.71510314941406,5.0
Hong Kong,HKG,Asia,7465913.0,,,,,92.68869,91.124664,97.63102,58.07604927007299,45.59099960327149,66153.9765625,,83.48529815673828,8.199999809265137
Hungary,HUN,Europe,9684308.0,2240875.0,231392.38,49124.0,5072.536,66.29646,64.090385,44.420666,36.542892335766425,42.99300003051758,40686.93359375,6.630000114440918,76.21179962158203,8.300000190734863
Iceland,ISL,Europe,380368.0,211291.0,555491.0,186.0,489.00012,81.43955,78.32783,75.62466,30.61391423357664,35.74700164794922,67310.0546875,2.8299999237060547,81.58769989013672,6.900000095367432
India,IND,Asia,1425423209.0,45056221.0,31609.014,533849.0,374.51965,72.07957,66.78652,15.955859,57.865191605839414,27.68400001525879,9818.04296875,1.590000033378601,71.69840240478516,10.5
Indonesia,IDN,Asia,278830527.0,6830274.0,24496.148,162059.0,581.20966,73.31313,62.749634,24.87398,54.45875,29.56100082397461,14470.4375,1.3700000047683716,70.92459869384766,11.300000190734863
Iran,IRN,Asia,89524247.0,7627863.0,85204.44,146837.0,1640.1925,72.82924,65.44067,35.021,59.33673357664233,32.340999603271484,17484.1328125,1.850000023841858,76.79930114746094,9.0
Iraq,IRQ,Asia,44070556.0,2465545.0,55945.402,25375.0,575.78125,25.715412,18.0274,0.62463474,58.38047445255474,20.093000411987305,12725.04296875,1.059999942779541,72.03710174560547,13.399999618530272
Ireland,IRL,Europe,5110015.0,1754198.0,343286.28,9779.0,1913.693,80.47407,79.5611,62.85232,42.542947080291974,37.99700164794922,119037.734375,2.9600000381469727,82.05049896240234,3.5999999046325684
Isle of Man,IMN,Europe,84148.0,38008.0,451680.38,116.0,1378.5236,82.66388,79.74759,63.374054,,45.47600173950195,,,80.95610046386719,7.5
Israel,ISR,Asia,9103143.0,4841703.0,531871.56,12707.0,1395.8915,77.50582,70.14864,63.3441,43.283403284671536,29.086000442504883,47338.84375,3.140000104904175,82.81449890136719,10.100000381469728
Italy,ITA,Europe,59619106.0,26969913.0,452370.3,198523.0,3329.8555,85.436905,83.00122,80.117546,52.284242700729926,47.11600112915039,53265.00390625,3.059999942779541,82.052001953125,7.699999809265137
Jamaica,JAM,North America,2839150.0,157668.0,55533.523,3634.0,1279.9606,30.28276,26.796753,1.6224927,53.979808394160585,31.152999877929688,11340.263671875,1.649999976158142,71.48090362548828,12.5
Japan,JPN,Asia,124997585.0,33803572.0,270433.8,74694.0,597.56354,83.79367,82.76578,140.53253,40.35818430656934,48.54800033569336,46106.921875,12.59000015258789,84.0541000366211,8.100000381469727
Jersey,JEY,Europe,103493.0,66391.0,641502.3,161.0,1555.6608,81.51759,79.11839,71.17583,,42.867000579833984,,,79.72570037841797,
Jordan,JOR,Asia,11256269.0,1746997.0,155202.14,14122.0,1254.5897,42.83461,40.495773,6.0607204,41.26021897810219,23.94300079345703,9520.2509765625,1.409999966621399,77.08799743652344,20.5
Kazakhstan,KAZ,Asia,20034612.0,1504370.0,75088.555,19072.0,951.9526,54.196712,53.0535,12.548638,51.24129562043795,29.347999572753903,35973.96484375,6.539999961853027,73.50279998779297,6.800000190734863
Kenya,KEN,Africa,54252458.0,344162.0,6343.7124,5689.0,104.86161,26.716526,20.442282,3.6876411,51.549543795620444,19.27199935913086,5845.201171875,1.3300000429153442,63.54909896850586,3.0999999046325684
Kiribati,KIR,Oceania,130483.0,5085.0,38970.594,24.0,183.932,77.32808,62.44032,28.820612,25.193649635036493,22.52899932861328,3257.13623046875,1.8600000143051147,66.2686996459961,24.600000381469727
Kosovo,OWID_KOS,Europe,1717950.0,274279.0,159654.83,3212.0,1869.6703,52.787216,48.027126,6.1413894,48.40020072992701,30.808000564575195,15716.29296875,,77.62329864501953,10.399999618530272
Kuwait,KWT,Asia,4589514.0,667290.0,145394.48,2570.0,559.97217,75.33473,72.90916,31.7582,48.542326642335766,33.4630012512207,46137.46875,2.3299999237060547,78.78810119628906,25.600000381469727
Kyrgyzstan,KGZ,Asia,6955792.0,88953.0,12788.335,1024.0,147.21544,24.965395,20.2136,,46.01752737226278,24.975000381469727,7048.98974609375,3.7300000190734863,71.48699951171875,7.599999904632568
Laos,LAO,Asia,7559008.0,219060.0,28979.992,671.0,88.768265,77.902405,69.08865,,46.14121350364963,23.972000122070312,8600.32421875,1.7100000381469729,68.71520233154297,6.699999809265137
Latvia,LVA,Europe,1881059.0,977803.0,519815.16,7740.0,4114.7036,71.565216,69.4277,29.286747,35.48866788321168,42.94599914550781,37611.671875,4.949999809265137,74.87059783935547,7.099999904632568
Lebanon,LBN,Asia,5744492.0,1239904.0,215842.23,10947.0,1905.6515,47.701817,42.026745,11.493601,51.863138686131386,28.106000900268555,11330.2685546875,2.7300000190734863,78.00289916992188,12.300000190734863
Lesotho,LSO,Africa,2286112.0,36140.0,15808.499,709.0,310.13354,44.357975,41.03421,7.7780967,43.89566605839416,21.263999938964844,2640.285400390625,,56.8119010925293,6.199999809265137
Liberia,LBR,Africa,5373297.0,8090.0,1505.5933,294.0,54.71501,72.65189,69.43534,0.036979157,45.33067518248175,18.18000030517578,1646.05859375,1.590000033378601,61.934200286865234,9.199999809265137
Libya,LBY,Africa,7223804.0,507269.0,70221.87,6437.0,891.0818,32.065197,17.111511,2.5849123,56.77587591240876,26.91699981689453,12583.833984375,3.5,74.46150207519531,15.800000190734863
Liechtenstein,LIE,Europe,39338.0,21649.0,550333.0,89.0,2262.4434,68.05379,,56.14673,35.42360401459854,44.01399993896485,,,83.40540313720703,7.199999809265137
Lithuania,LTU,Europe,2816923.0,1449088.0,514422.3,9931.0,3525.478,69.51908,66.77875,33.67579,36.01941605839416,42.632999420166016,47165.3671875,5.710000038146973,74.69599914550781,7.5
Luxembourg,LUX,Europe,653315.0,401653.0,614792.25,1000.0,1530.6552,73.770996,5.796285,70.27529,37.25629562043796,38.67599868774414,128475.28125,3.950000047683716,82.20069885253906,5.800000190734863
Macao,MAC,Asia,704360.0,,,,,96.499374,91.18433,68.291214,33.347536496350365,37.83100128173828,111693.5,,82.10250091552734,8.100000381469727
Madagascar,MDG,Africa,30437261.0,68853.0,2262.1287,1428.0,46.91618,8.904759,8.636944,0.55585486,37.57185218978102,18.718000411987305,1657.0496826171875,0.3199999928474426,63.06769943237305,4.599999904632568
Malawi,MWI,Africa,20568731.0,89168.0,4335.124,2686.0,130.58656,26.416496,20.847246,5.993705,38.98188868613139,17.334999084472656,1634.24658203125,1.2999999523162842,66.03700256347656,5.699999809265137
Malaysia,MYS,Asia,34695494.0,5329836.0,153617.53,37351.0,1076.5375,81.101494,79.40842,49.533237,49.19622262773722,29.572999954223636,34116.23046875,1.9600000381469729,75.44419860839844,21.100000381469727
Maldives,MDV,Asia,524116.0,186694.0,356207.4,316.0,602.92,76.18695,73.488884,31.918316,,30.339000701904297,23034.41015625,4.559999942779541,80.7594985961914,9.5
Mali,MLI,Africa,23072641.0,33236.0,1440.494,743.0,32.20264,18.8721,15.748474,0.0,37.48359489051094,15.348999977111816,2916.185302734375,0.25,60.034698486328125,4.800000190734863
Malta,MLT,Europe,528194.0,125314.0,237249.95,1128.0,2135.5789,90.677475,89.27875,93.27179,39.901021897810224,39.74599838256836,62700.49609375,4.090000152587891,82.24960327148438,10.0
Marshall Islands,MHL,Oceania,40094.0,16297.0,406469.78,17.0,424.0036,,,,,20.96500015258789,7209.2666015625,,66.72450256347656,25.700000762939453
Martinique,MTQ,North America,349462.0,230354.0,659167.5,1104.0,3159.1418,,,,,48.23899841308594,,,80.8364028930664,
Mauritania,MRT,Africa,4875644.0,63891.0,13104.115,997.0,204.48581,43.148228,31.597816,7.8745904,36.26499087591241,16.992000579833984,6482.68994140625,,68.28070068359375,5.199999809265137
Mauritius,MUS,Africa,1276134.0,332300.0,260395.86,1074.0,841.60443,88.06074,85.26863,51.288265,34.30613138686131,36.51300048828125,28011.158203125,3.799999952316284,73.54450225830078,20.100000381469727
Mayotte,MYT,Africa,305279.0,42027.0,137667.52,187.0,612.55444,,,,,16.697999954223633,,,75.1272964477539,
Mexico,MEX,North America,128613116.0,7630026.0,59325.41,335106.0,2605.5352,75.55955,63.640446,44.32989,43.99120437956204,28.527999877929688,22039.62890625,1.0099999904632568,73.97309875488281,16.399999618530273
Micronesia (country),FSM,Oceania,112122.0,31765.0,283307.47,65.0,579.72565,,,,,22.607999801635746,3824.15234375,,66.96060180664062,19.200000762939453
Moldova,MDA,Europe,3039986.0,656460.0,215941.78,12290.0,4042.7817,36.49767,35.492302,13.356049,41.16257299270073,37.47800064086914,16376.611328125,5.539999961853027,71.54650115966797,6.300000190734863
Monaco,MCO,Europe,38950.0,17181.0,441103.97,67.0,1720.154,74.13351,65.8973,45.56354,36.800675182481754,54.97499847412109,,21.989999771118164,85.74639892578125,6.900000095367432
Mongolia,MNG,Asia,3386015.0,1011489.0,298725.5,2136.0,630.83,67.45445,64.53846,31.270948,42.96206204379562,26.617000579833984,16842.650390625,8.579999923706055,71.50489807128906,10.300000190734863
Montenegro,MNE,Europe,614649.0,251280.0,408818.7,2654.0,4317.9116,47.63418,46.346615,16.51658,,39.08000183105469,28105.708984375,3.819999933242798,75.92140197753906,10.699999809265137
Montserrat,MSR,North America,4476.0,1403.0,313449.5,8.0,1787.31,47.006256,43.610367,12.578195,,41.3849983215332,,,76.0376968383789,
Morocco,MAR,Africa,37329068.0,1279115.0,34265.92,16305.0,436.791,67.02596,63.012527,18.553833,53.79559306569343,28.875,9162.7470703125,0.7300000190734863,75.1613998413086,11.899999618530272
Mozambique,MOZ,Africa,32656242.0,233935.0,7163.5615,2252.0,68.960785,70.03147,65.31598,7.1152153,43.838777372262776,16.249000549316406,1500.3143310546875,0.7400000095367432,63.01150131225586,3.0
Myanmar,MMR,Asia,53756791.0,643401.0,11968.739,19494.0,362.63324,77.29614,66.85257,29.740208,63.73446167883212,29.250999450683597,5276.29443359375,1.0700000524520874,66.50579833984375,6.699999809265137
Namibia,NAM,Africa,2889668.0,172557.0,59715.164,4110.0,1422.3087,21.793749,19.067173,10.331983,35.317226277372264,20.825000762939453,10281.3359375,,64.19029998779297,5.300000190734863
Nauru,NRU,Oceania,11822.0,5393.0,456183.38,1.0,84.58806,110.86111,95.97361,65.175095,,20.572999954223636,12468.76171875,,61.93040084838867,21.799999237060547
Nepal,NPL,Asia,29715435.0,1003968.0,33786.08,12034.0,404.97473,93.83405,82.35129,34.57257,51.18641423357664,24.356000900268555,5046.81591796875,0.5400000214576721,70.08689880371094,7.699999809265137
Netherlands,NLD,Europe,17904421.0,8657484.0,483538.9,22986.0,1283.817,70.2736,65.73038,52.594612,42.89692518248175,41.4630012512207,70498.8828125,2.4200000762939453,81.91210174560547,5.0
New Caledonia,NCL,Oceania,287130.0,80203.0,279326.44,314.0,1093.5813,66.99927,64.36666,36.05022,,33.5890007019043,,,77.69830322265625,22.0
New Zealand,NZL,Oceania,5131731.0,2668236.0,519948.53,4538.0,884.302,83.83779,83.63098,96.050804,34.68584854014599,37.06800079345703,49316.3984375,2.509999990463257,81.006103515625,6.699999809265137
Nicaragua,NIC,North America,6730662.0,16808.0,2497.2283,245.0,36.40058,95.15444,91.026825,42.97543,11.33389598540146,24.91200065612793,7661.60205078125,0.9700000286102296,74.46260070800781,10.399999618530272
Niger,NER,Africa,25311978.0,9591.0,378.91153,315.0,12.444701,24.685875,21.661686,0.0,21.35059306569343,15.10200023651123,1803.4368896484373,0.2800000011920929,60.39810180664063,4.099999904632568
Nigeria,NGA,Africa,223150906.0,267237.0,1197.5618,3155.0,14.138414,42.047527,36.431763,7.540509,40.78118613138686,17.566999435424805,7994.2158203125,,54.07899856567383,3.0
Niue,NIU,Oceania,1844.0,1092.0,592190.9,0.0,0.0,88.828636,88.66595,66.43167,,36.72100067138672,,,69.81819915771484,
North Korea,PRK,Asia,26328843.0,0.0,0.0,0.0,0.0,,,,,35.80500030517578,,12.800000190734863,73.64109802246094,9.899999618530272
North Macedonia,MKD,Europe,1840236.0,352093.0,191330.34,9991.0,5429.195,46.438065,45.547474,8.783276,,39.90999984741211,24203.28515625,4.739999771118164,76.64550018310547,7.400000095367432
Northern Mariana Islands,MNP,Oceania,46101.0,14985.0,325047.2,41.0,889.3516,,,,,35.17900085449219,,,78.53119659423828,
Norway,NOR,Europe,5456796.0,1552197.0,284452.1,5732.0,1050.4332,79.66204,74.42668,68.60874,35.55030109489051,39.43600082397461,91105.25,3.299999952316284,82.63089752197266,4.800000190734863
Oman,OMN,Asia,4730229.0,399449.0,84446.016,4628.0,978.3881,69.33347,64.45409,16.486708,46.28791058394161,28.972999572753903,36721.08203125,0.9900000095367432,77.91059875488281,17.0
Pakistan,PAK,Asia,243700667.0,1580631.0,6485.9526,30656.0,125.79366,67.93904,57.64279,21.810516,52.255337591240874,20.14800071716309,5500.32373046875,0.6299999952316284,67.41670227050781,31.399999618530277
Palau,PLW,Oceania,17784.0,6372.0,358299.6,10.0,562.3032,,,,,37.48400115966797,16425.97265625,,68.92220306396484,19.299999237060547
Palestine,PSE,Asia,5305274.0,703228.0,132552.62,5708.0,1075.9105,37.938984,33.49446,6.3515477,51.668147810218976,19.604999542236328,3845.5029296875,1.2999999523162842,76.66239929199219,15.5
Panama,PAN,North America,4400775.0,1045692.0,237615.42,8834.0,2007.3737,85.1223,72.23046,46.2142,49.97462591240876,29.27300071716309,36394.91796875,1.950000047683716,79.3240966796875,11.100000381469728
Papua New Guinea,PNG,Oceania,10203177.0,46864.0,4593.079,670.0,65.665825,3.744128,3.1479607,0.33796337,45.198841240875915,22.12700080871582,4288.5283203125,0.6200000047683716,65.27359771728516,14.100000381469728
Paraguay,PRY,South America,6760460.0,735759.0,108832.68,19880.0,2940.6284,59.107147,52.521175,32.61497,43.67991788321168,26.045000076293945,16296.283203125,1.0399999618530271,72.31849670410156,9.399999618530272
Peru,PER,South America,33475436.0,4533813.0,135437.02,221071.0,6603.9766,91.301895,85.76331,96.00839,53.61492700729927,29.09600067138672,15661.75,1.559999942779541,76.83399963378906,6.400000095367432
Philippines,PHL,Asia,113964343.0,4173631.0,36622.254,66864.0,586.70984,72.5532,68.83203,20.893595,58.48186131386861,24.86599922180176,10375.9404296875,0.9700000286102296,69.47229766845703,7.5
Pitcairn,PCN,Oceania,,4.0,88888.89,0.0,0.0,,,,,,,,,
Poland,POL,Europe,38385734.0,6843668.0,178286.75,120993.0,3152.0303,59.877827,59.15184,40.104836,39.7922901459854,40.86399841308594,45153.04296875,6.039999961853027,77.92289733886719,8.100000381469727
Portugal,PRT,Europe,10417074.0,5671586.0,544450.94,29663.0,2847.5366,94.28189,85.53044,68.02607,43.69991788321168,45.805999755859375,42197.203125,3.4800000190734863,81.193603515625,10.5
Puerto Rico,PRI,North America,3240972.0,1252713.0,386523.84,5938.0,1832.1664,,,,42.504060218978104,45.196998596191406,44205.75,,79.4269027709961,10.899999618530272
Qatar,QAT,Asia,2892466.0,514524.0,177884.2,690.0,238.55077,98.60714,98.60714,65.85461,52.49036496350365,32.45800018310547,110889.7890625,1.25,81.85659790039062,24.600000381469727
Reunion,REU,Africa,871543.0,494595.0,567493.5,921.0,1056.7465,,,,,37.06499862670898,,,81.5,
Romania,ROU,Europe,19166776.0,3604040.0,188035.8,69095.0,3604.936,28.562483,42.337685,,44.32344890510949,42.39099884033203,40504.0,7.230000019073486,75.26139831542969,7.5
Russia,RUS,Europe,145579889.0,24901467.0,171050.19,404290.0,2777.1006,61.19087,54.74822,14.307821,41.216824817518244,39.07099914550781,41704.7109375,6.809999942779541,72.51740264892578,5.900000095367432
